STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DD_DIM,Data type,DD_ID,Criteria ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CRITERIA,Criteria,DECIMALS,Decimals,CONF_STATUS,Confidentiality status
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BRA,Brazil,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,4/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,3/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,2/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,2/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NLD,Netherlands,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,4/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NLD,Netherlands,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,2/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,4/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,4/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2020,,2/7,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2020,,2/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SWE,Sweden,A,Annual,PII_135,Adequacy of implementation structures and reporting,PO,Points,_T,Total,_T,Total,2023,,1/15,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,80/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,98/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,48/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,36/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,0/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,100/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2020,,48/100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_136,Implementation of activities,PO,Points,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CRI,Costa Rica,A,Annual,PII_13,Quality of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,100,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,14,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,14,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,86,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,POL,Poland,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,86,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_131,Coverage of strategic framework,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,86,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUT,Austria,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,33,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,67,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_132,Evidence-based problem analysis and use of diagnostic tools,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,ARG,Argentina,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,75,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,DNK,Denmark,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,PRT,Portugal,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,50,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,75,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_133,Minimum content in public integrity strategies,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_134,Inclusiveness and transparency of intergovernmental and public consultations,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,87,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,CZE,Czechia,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,73,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,0,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FIN,Finland,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,53,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,87,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GBR,United Kingdom,A,Annual,PII_135,Adequacy of implementation structures and reporting,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_136,Implementation of activities,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,25,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,FRA,France,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,25,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,HUN,Hungary,A,Annual,PII_137,Financial sustainability,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,BEL,Belgium,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,COL,Colombia,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,20,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,COL,Colombia,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2020,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_138,Transparency of evaluation practices and use in decision making,PT_SCR_POS_MAX,Percentage of possible maximum score,_T,Total,_T,Total,2023,,Data not provided,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_310,Effectiveness of internal control and risk management,PO,Points,_T,Total,_T,Total,2023,,,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,AUS,Australia,A,Annual,PII_31011,Implementation rate for internal audit recommendations,PO,Points,_T,Total,_T,Total,2023,,Not tracking,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,NZL,New Zealand,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVK,Slovak Republic,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,8/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,SVN,Slovenia,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,8/10,,A,Normal value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,USA,United States,A,Annual,PII_3102,Regulatory framework for internal audit,PO,Points,_T,Total,_T,Total,2023,,Data pending,,V,Unvalidated value,0,Units,_T,Total,0,Zero,,
DATAFLOW,OECD.GOV.PSI:DSD_PII@DF_PUBLIC_INTEGRITY(1.3),Public Integrity Indicators,I,GRC,Greece,A,Annual,PII_3104,Coverage of central functions to implement internal control and internal audit,PO,Points,_T,Total,_T,Total,2023,,11/11,,A,Normal value,0,Units,_T,Total,0,Zero,,
